,user_id,parent_asin,title_y,weighted_rating
63260,1962,5499,Onyehn 8pcs 3D Analog Joystick Wireless Thumb Sticks Sensor Replacement for Xbox 1 Controller Also for PS4 Controller(8 Pack),4.135871758278765
63323,26052,8992,Ferkurn Switch Joycon Cover Case Joy Con Cover JoyCon Grip Cover Protector Switch Controller Cover Case Joy-Con Skin Joycons Skin Shell with 4 Switch Joycon Silicone Grip Cover Thumb Grip Joystick Cap,4.4345424306427095
63363,118479,8038,"YCCSKY Wired Controller for Xbox One/Xbox Series X|S, PC Game Controller Compatible with Windows 11/10, Gamepad with Audio Jack and Dual-Vibration Turbo (Matte Black)",4.104498962458443
63407,114947,2165,Xbox One Stereo Headset Adapter,4.3914616977581336
63428,20972,4229,"Retro-Bit Super Retro Trio HD Plus 720P 3 in 1 Console System - HDMI Port - for Original NES/SNES, Super Nintendo and Sega Genesis Games - Red/White",4.372558889793025
63450,120643,4981,Crash Bandicoot N. Sane Trilogy (Nintendo Switch),4.557412502323188
63504,37222,7568,"Jiarusig Compatible with Nintendo Switch Lite Case with Hand Grip, Slim Soft Switch Grip Case Cover with Shockproof and Anti-Scratch Design Compatible with Nintendo Switch Lite 2019",4.432746767099297
63552,49248,8256,Remote Case for Xbox Remote,4.510474410605018
63559,49248,48,Perfect Dark,4.477965684139193
63563,13702,5819,Sthetix Upgraded LB RB Bumpers Replacement Triggers Button Parts - Revolutionary Precision Design + T6 T8 Screwdriver Repair Kit Compatible with Xbox One Elite Controller,4.3597076811561495
63659,38292,5175,Havit Gaming Mouse Wired 7200DPI RGB Backlit Comfortable Computer Ergonomic USB Programmable Mice 1000Hz Polling Rate for Laptop Desktop PC Gamer,4.422414790162625
63675,113988,4262,Nintendo Labo Toy-Con 02 Robot Kit - Switch Japanese Ver.,4.482228891680181
63684,26928,2508,Nintendo Selects: Animal Crossing: New Leaf Welcome amiibo - 3DS [Digital Code],4.544248922366432
63690,59863,9032,"3DS Charger, Power Adapter Replacement for Nintendo 3DS/ DSi/DSi XL/ 2DS/ 2DS XL/New 3DS XL 100-240V Wall Plug AC Adapter for 2DS 3DS Console",4.538425607750597
63703,117562,5478,"Logitech G MX518 Gaming Mouse Hero 25K Sensor, 25,600 DPI, ARM-Processor, 8 Programmable Buttons - Black/Grey",4.442948620134621
63793,54111,6409,Super Smash Bros. Ultimate Bundle with Mario Kart 8 Deluxe - Nintendo Switch,4.587542230876448
63830,65091,1372,Madden NFL 08 [Download],4.113218929716079
63854,97659,7759,Planet Coaster - PlayStation 4 Edition,4.333517673907647
63855,97659,4364,Tropico 6 - PlayStation 4,4.339057867748676
63856,97659,6803,Astroneer - Xbox One,4.547504459746494
63866,9367,10708,PS5 Holder Wall Mount Stand - Playstation 5 Game Controller Holder Wall Shelf Play Station 5 Console Digital and Disc Edition - PS5 Wall Mount Kit Including 2 Accessory Holders for Remote Controller&Headphone Set,4.540365052536324
63902,72510,3111,"AUSTOR Travel Carrying Case for Nintendo 2DS, Red",4.465655871455848
63980,30045,8275,"Game Traveler Mario Kart Nintendo Switch Case - Switch OLED Case for Switch OLED, Switch & Switch Lite, Adjustable Viewing Stand & Bonus Game Cases, Deluxe Handle, Licensed Nintendo Switch Game case",4.759538998300152
63987,67324,4296,Street Fighter 30th Anniversary Collection (PS4),4.389707169781621
63998,91932,8081,"Controller Gear Universal Replacement Battery Pack for Xbox Series X|S, Xbox One, Rechargeable - Xbox Series X",4.2840344956707614
64027,12299,5227,"Amazon Basics PlayStation 4/5 Controller Thumb Grips - 2-Pack, Black",4.207400391606858
64033,70710,5069,eXtremeRate Vertical Console Stand for Xbox One X - Black,4.5665078127224605
64044,48410,5207,Nintendo amiibo - Piranha Plant - Super Smash Bros. Series japan import,4.60724248327523
64107,60389,3503,Musou Dual USB Charging Charger Docking Station Stand Compatible for Playstation 4/Pro/Slim Controller,4.342036545282757
64133,108342,4035,"2DS Stylus, Stylus Pens for Nintendo New 2DS XL/New 2DS LL Slot Replacement Pen Plastic Touch Screen Pen Set(10 Pack)",4.496767143329231
64134,106187,5057,Sports Party - Nintendo Switch Standard Edition,4.285705974463354
64207,33134,919,Mega Man Zero Collection - Nintendo DS,4.514730681826552
64216,30982,414,Wii Charger Stat Battery Kit (Colors may Vary),4.227907995532659
64234,9468,10371,"Minneer G923 Steering Racing Wheel Stand for Fixed Race Seat Chair Fit for Logitech/Fanatec/Thrustmaster, G25 G29 G920 T300 T500 PS4 Xbox Foldable & Tilt-Adjustable Gaming Driving Simulator Cockpit",4.283456357630984
64256,50389,8993,Playrealm FPS Thumbstick Extender & Printing Rubber Silicone Grip Cover 2 Sets for PS5 Dualsenese & PS4 Controller (Deep Sea Cthulhu Blue),4.284553530271841
64269,64339,407,Game Boy Advance SP Replacement Battery Pack for GBA SP (packaging may vary),4.642151226128638
64313,89300,1880,igadgitz U2703 - EVA Hard Case Cover Compatible with Nintendo 2DS - Red,4.3396446558171204
64398,103073,402,Microsoft Xbox 360 Elite 120GB Console Bundle,3.8828646342934485
64424,55013,6123,Baldur's Gate Enhanced Edition (PS4),3.9687034906367273
64428,86394,4289,BlazBlue: Cross Tag Battle - Nintendo Switch,4.440652385198001
64470,111444,5330,Unravel Yarny Bundle (PS4),4.479868223584685
64496,95283,6818,"Sefitopher Wireless Controller Compatible for PS4 Playstation 4/Pro/Slim/PC Laptop, Professional Gamepad,Touch Panel Joypad with Dual Vibration, Instantly Timely Manner to Share Joystick",4.04754976464936
64560,100647,7773,"GeekShare 4PCS Cute Animal Theme Thumb Grip Caps,Soft Silicone Joystick Cover Compatible with Nintendo Switch/OLED/Switch Lite - Deer and Dog",4.543847488493363
64597,119823,5760,"Monzlteck Wall Mount For PS5/PS4/PS3 Controllers,DualSense/DualShock4 Hanger,Solid Metal（2-pack）",4.6522112336879164
64609,36083,215,Jak 3 - PlayStation 2,4.45953341768105
64612,36083,182,Jak II - PlayStation 2,4.473382235656158
64645,39771,770,Nintendogs + Cats: Golden Retriever and New Friends,4.437532627679287
64654,56060,4104,"Corsair K63 Wireless Special Edition Mechanical Gaming Keyboard, backlit Ice Blue LED, Cherry MX Red - Quiet & Linear",4.158563668291063
64673,97540,5437,CTA Digital Wii Sports Resort 8-in-1 Sports Pack (Black),4.148485269561903
64680,6918,2137,Astro Gaming HALO A50 Wireless Headset for Xbox One (2015 model),3.744620006896171
64686,95287,8768,"Nargos Video Game Storage Stand Tower for PS5/ PS4/ PS3/ Xbox Series S & X/Xbox one Game, Universal Game Disc Holder Vertical Stand Organizer Tower",4.405974801461024
64724,43208,7470,"BAKTH Multiple Color LED Rainbow Backlit Wired Gaming Keyboard and Mouse Combo, USB Ergonomic Computer Keyboard with 7 Colors 3600DPI 6 Button Mouse for PC Windows Mac Game and Work",4.290239658815979
64738,85125,2199,"BlueFinger LED Gaming Keyboard,Mechanical Feeling USB Wired Computer Keyboard,114 Keys Letters Glow,3 Color Blue/Red/Purple Led Backlit Keyboard for Laptop PC Computer Game Work",4.1473833316173145
64778,73673,9118,"Charger Stand with Cooling Fan for Xbox Series S Console and Controller,Vertical Dual Charging Dock Accessories with 2 x 1400mAh Rechargeable Battery and Cover, Earphone Bracket for XSS",4.5643377404228245
64793,92061,7433,"INPHIC Pink Gaming Mouse. USB Optical Wired Mouse. RGB Backlight. 4 Levels Adjustable DPI up to 4800. Silent Click, Ergonomic and 7 programmable Buttons Design. PC Gaming Mice for Windows System.",4.560856917554081
64823,63101,5501,"KontrolFreek Rush Performance Thumbsticks for Xbox One and Xbox Series X | Performance Thumbsticks | 2 Mid-Rise, Concave | Orange/White",4.225896608467242
64870,111840,3509,"Switch Game Holder, Younik Switch Game Card Case Compatible with NS Switch, Portable Game Memory Card Storage with 16 Card Slots, 16 Micro SD Cards Holder",4.641326201669064
64915,69823,7689,"OIVO Controller Wall Mount Holder for PS3/PS4/PS5/Xbox 360/Xbox One/S/X/Elite/Series S/Series X Controller, Pro Controller, Foldable Wall Mount for Video Game Controller&Headphones -6 Pack",4.4348683817845895
64923,43327,5695,Xbox Wireless Controller - Red (Renewed),4.21966927153377
64936,82574,9039,aikeec USB Gearshift Knob from a Man Truck ATS ETS for Logitech G29 G27 G25 G920 H Gearshift Shifter Knob for ATS ETS2 Games AI PC …,4.1091072176122525
64953,106579,3985,Pomeat 6 Pack Black Analog Joystick Stick Cap Cover Button for Sony PSP 1000,4.496964340763177
64963,64206,2593,Mcbazel HDTV HD AV RCA Component Cable Cord For Xbox 360 / XBOX 360 Slim,4.283340343308621
64979,10062,6546,Batman: The Enemy Within - Playstation 4,4.387085810683105
64988,84151,5430,Sonic & All-Stars Racing Transformed - Xbox One,4.405388609450183
64996,117789,10754,"DreamController Original Xbox Wireless Controller Special Edition Customized Compatible with Xbox One S/X, Xbox Series X/S & Windows 10 Made with Advanced HydroDip Print Technology(Not Just a Skin)",4.481321963453297
65003,68519,5507,Assassin's Creed III: Remastered - PlayStation 4,4.616340708599909
65010,68519,3301,Marvel's Guardians of the Galaxy: The Telltale Series - Xbox One,4.283340343308621
65017,14131,10654,"Kujian 2 Pack Wireless Controller for PS3, Wireless Remote 6-axis Dual Motors Gaming Controller for Playstation 3 with 2 Charging Cord (Skull & Galaxy)",4.208852470206356
65018,14131,6333,"Kootek Universal Vertical Stand for Original PS4/Slim/Pro, Dual Controller Charger Cooling Fan 12 Games Storage, Charging Station with Indicators for Playstation 4 DualShock 4 Wireless Controllers",4.414743443571963
65019,14131,8428,Blood & Truth VR - PlayStation 4,4.438510263192096
65032,90422,9148,Avolusion PRO-5X Series 6TB USB 3.0 External Gaming Hard Drive for PS5 Game Console (White) - 2 Year Warranty,4.28305515660349
65033,90422,4793,PlayStation 4 Pro 1TB Limited Edition Console - Marvel's Spider-Man Bundle [Discontinued],4.422414790162625
65039,25481,9617,"VR Headset Replacement for Nintendo Switch & Nintendo Switch OLED, VR Switch Headset with 3D High-Definition Virtual Reality Glasses, VR Goggles Compatible with Nintendo Switch & OLED Version",3.894204805518789
65045,25481,8508,"Controller Clip Mount Compatible with Xbox Series X/S & Elite 2 Controller, OIVO Upgraded with Dual Adjustable Clip,Cell Phone Clip Mount, Clamp Bracket Holder for Xbox Core X/S Controller Accessories",4.162123557543559
65048,25481,6894,"OIVO Phone Mount Clip for Xbox One Controller, Mobile Gaming Controller Phone Holder Clamp for Xbox One/Xbox One S/Xbox One X Controllers Xclound Accessories",4.149592449837342
65075,28706,6448,WB Games The Walking Dead Collection: The Telltale Series - Playstation 4,4.505724534415343
65094,29032,6167,Wireless Switch Game Pro Controller Remote Joystick Switch Bluetooth Gamepad with Nonslip Grip,4.224097802130594
65160,45892,10073,OSTENT 32GB Memory Card Stick Storage for Sony PS Vita PSV1000/2000 PCH-Z041/Z081/Z161/Z321/Z641,4.445224770127757
65167,89003,7912,"GH-2 Stereo Gaming Headset with Microphone for PS4,PS5,Nintendo Switch,Laptops,PC,Phones, 50mm Drivers, Noise Cancelling Over Ear Headphone with Mic & LED Light, 3.5mm Audio Jacks (Green)",4.423509742720813
65179,87176,10111,Crysis Remastered Trilogy - PlayStation 4,4.482613345787863
65205,16259,7845,"ENVEL Gaming Headset for PS4 with Mic,PC,Xbox One,Laptop,Surround Sound Over Ear Noise Cancelling Headphone with LED Lights Volume Control for Smartphone/Computer/Switch/MacBook/PS5",4.380712819683097
65236,63320,9666,"TCJJ Hard Carrying Case Compatible with Nintendo Switch,Galaxy Portable Travel Case with Soft TPU Protective Cover Case & Thumb Grips for Nintendo Switch,Black",4.2859261431031355
65264,78366,6518,"YCCTEAM Xbox One Controller Battery Pack, 2pcs 1200mAh Xbox Rechargeable Battery Pack Play and Charge Kit for Xbox One S/X/Elite, Xbox Battery Pack with 2 in 1 USB Charging Cable",4.222557920155881
65265,2001,7480,Borderlands Legendary Code in Box - Nintendo Switch,4.510205786674419
65266,2001,7606,"VOYEE Controller Replacement for Microsoft Xbox One Controller, Enhanced Wireless Controller Compatible with Microsoft Xbox One/One S/One X/One Elite/PC Windows 10 - Black [2020 Upgraded Version]",3.816219773029853
65311,95693,3560,Radiant Historia: Perfect Chronology - Nintendo 3DS,4.593415462474816
65328,56385,6679,Ghostbusters: The Video Game Remastered - PlayStation 4 Standard Edition,4.512243845341002
65365,33929,3678,Timorn Analog Stick Cap Replacement 3D Joystick Cover for New 3DS / 3DS / 3DSLL / 3DSXL Controller (Gray),4.282734977876521
65370,33929,5713,Wolfenstein: Youngblood - PlayStation 4 Deluxe Edition [Amazon Exclusive Bonus],4.224933909267716
65397,65569,5363,AQIDAP Elite Kit for Xbox One Elite Controller Accessory (6 Different Metal Analog Sticks - 4 Paddles - 2 D-Pads - and 2 Magnetic Base Xbox One Elite Controller Replacement Parts),4.358876911695452
65469,89619,10509,Toxxos PS5 Skin - Disc Edition Kobe Bryant Console and Controller Accessories Cover Skins PS5 Controller Skin Gift ps5 Skins for Console Full Set Yellow PS5 Skin,4.334995058931922
65491,55007,4354,"Monzlteck Wall Mount for Switch, Near Or Behind TV,Save Space，Quick Heat Dissipation, Easy to Install",4.623270249467387
65505,52672,829,Nintendo New Super Mario Bros. Wii (Wii),4.1450489756085105
65513,8435,6764,"Carrying Case for Sega Genesis Mini 2019 and Accessories - 9 x 3.5 x 7.8 Inches, Black with Grey Trim",4.4616944420244184
65537,50295,3346,Khanka Hard Travel Case replacement for Nintendo Entertainment System NES Classic Edition Mini Controller,4.490589923711
65569,49683,4787,Sonic Mania Plus (PS4),4.639130402427783
65575,101626,8372,"eXtremeRate PlayVital Samurai Edition Purple Anti-Slip Controller Silicone Skin for ps5, Ergonomic Soft Rubber Protective Case for ps5 Controller with Black Thumb Stick Caps",4.441944655531023
65587,101626,2805,KontrolFreek FPS Freek Snipr for PlayStation 4 (PS4) and PlayStation 5 (PS5) | Performance Thumbsticks | 2 High-Rise Convex (Domed) | Green,4.358487856933819
65593,125222,5103,Pro Gaming Headset for PC PS4 Xbox One Surround Sound Over-Ear Headphones with Mic LED Light Bass Surround Soft Memory Earmuffs for Computer Laptop Switch Games Kid’s Boy’s Teen’s Gifts,4.374264906028767
65609,73081,3949,"OIVO Controller Charger for Nintendo Switch, Pro Controller Charging Docking Station, Switch Remote Charger with LED Indicators for Nintendo Switch",4.398963601569969
65623,91324,3102,"Tree New Bee Sony Playstation 4 PS4 Console Cooling Fan with 4 Chargers and 2 Extra USB Ports, New Unique Designed ps4 Accessories",4.170150289070049
65645,22986,6961,"Welwel Accessories Bundle Compatible with Nintendo Switch, Accessories Kit with Carrying Case, 5 Angles Bracket, Charging Dock, 24 Games Case, Tennis Racket, Wheel, Grip, Screen Protector & More",4.428952869643302
65653,110401,4388,Sony PlayStation 4 Slim Limited Edition 1TB Gaming Console,4.213246652257437
65673,56897,5783,Wireless Controller for Wii U Pro Console (Black and White，2 Packs),4.336865704718052
65674,56897,5671,Poulep Wireless Controller for Wii Wii U Console with Silicone Case and Wrist Strap (Red and Blue),4.289984540285873
65680,42422,8339,"AMVR Face Cushion Pad Replacement for Oculus Quest 2, Silicone Face Cover for Meta Quest 2 Headset, Sweatproof Washable Lightproof Anti-Leakage VR Face Plate Mask Accessories (Gray)",3.9532423955887417
65693,3747,8617,"OtterBox Mobile Gaming Clip for Xbox One, Xbox Series X|S, Xbox Elite Series 2, and Xbox Core Wireless Controllers - (BLACK/GREY)",4.339057867748676
65704,88293,9935,The Crew 2 (PS4),4.482357978325749
65727,102296,10015,"AC Power Cord for Sony Playstation 4 (PS4) Slim/Playstation 5 (PS5) / Playstation 3 Slim (PS3 Slim/PS3 Super Slim) Game Console, 6 Feet 2 Prong AC Cable Power Supply Cable Replacement, Black",4.591145264419492
65736,39883,4397,No Man's Sky Xbox One,4.5463558750766015
65740,38066,1735,ROCKSMITH REAL TONE CABLE (WORKS WITH PS3 & XB3) [video game],4.467308320761434
65752,41510,5821,"RGB Gaming Mouse Pad with 11 RGB Light up Modes,LED Gaming Pad,Non-Slip Rubber Based Computer Mice mat Medium Size(13.7” x 10.3”)",4.449346905727
65775,71352,3155,Trouble with the Curve,4.487095380181198
65780,16818,4563,Shantae: Half-Genie Hero - Ultimate Edition - Nintendo Switch,4.649887916837596
65781,16818,6716,"FIOTOK Gamecube Controller, Classic Wired Controller for Wii Nintendo Gamecube (Black)",4.4774507176163585
65794,16818,3445,Manhunt 2,4.340056919097059
65853,5914,7001,Screen TV Dock Station for Nintendo Switch Console,4.288354573312791
65862,5914,6247,Super Smash Bros Game Card For Nintendo 64 N64 US Version,4.598196262575725
65891,50466,4710,MINECRAFT CREEPER EDITION NEW Nintendo 2DS LL Game Console Japan ver.,4.156105128933312
65893,38743,8919,Mario Golf: Super Rush (Nintendo Switch) (European Version),4.644048665911619
65927,110349,9525,"MageGee Mechanical Keyboard, Star Sky Wired Gaming Keyboard Backlit Ultra-Slim USB Keyboards with Blue Switches 98 Keys for PC Windows Computer Laptop（Black Grey）………",4.44011181119104
65945,27431,9170,"Head Strap Accessories Compatible with Quest 2, Elite Strap Replacement Adjustable, Advanced Support and Comfort Using VR, Durable and Lightweight",4.533077955818267
